Length (major axis),Width (minor axis),Thickness (depth),Area,Perimeter,Roundness,Solidity,Compactness,Aspect Ratio,Eccentricity,Extent,Convex hull(convex area),Type
302.2124939,194.4228058,,45657.5,860.3645684,0.636498548,0.984942456,1.290158423,1.554408665,0.765587767,0.743607492,46355.5,SANORA
294.2103577,190.836853,,43656,828.3229349,0.642152449,0.988810872,1.250678166,1.54168523,0.761094648,0.741150705,44150,SANORA
296.8779907,193.7303009,,44823.5,851.5361395,0.647529978,0.985987836,1.287331925,1.532429307,0.757738219,0.739661716,45460.5,SANORA
296.0076904,193.1932983,,44400.5,845.0508577,0.645196482,0.986381863,1.279876217,1.532184051,0.75764825,0.729036336,45013.5,SANORA
314.4315186,200.6760559,,49159,873.7787772,0.633083525,0.991588672,1.235919204,1.566861164,0.769855161,0.749158018,49576,SANORA
316.27771,200.1816559,,49300.5,883.6782745,0.627515231,0.989940062,1.260454485,1.579953511,0.774209013,0.748951782,49801.5,SANORA
316.1355896,200.7546539,,49334.5,874.0214218,0.628512717,0.992705797,1.232206681,1.574736044,0.772489892,0.748217969,49697,SANORA
309.8881531,198.2597046,,47813,864.9503527,0.633937095,0.989435782,1.245163845,1.563041535,0.768559544,0.74391648,48323.5,SANORA
329.5214539,,144.12323,37000,833.5533835,0.433854846,0.98735123,1.494360052,,,0.726088151,37474,SANORA
324.0267029,,142.5926971,36018.5,819.6538891,0.436791459,0.987105703,1.484313102,,,0.726472368,36489,SANORA
346.8427124,,152.5274963,41194.5,876.281305,0.435997709,0.986730062,1.483330725,,,0.737037501,41748.5,SANORA
355.973877,,147.7652283,40961,909.2934974,0.411570665,0.98356365,1.606304056,,,0.685149873,41645.5,SANORA
359.3667908,,147.2909241,41568.5,914.5655756,0.409825134,0.983311255,1.601236509,,,0.685496372,42274,SANORA
367.8506775,,149.8565369,42994.5,930.3645669,0.404557168,0.983630748,1.602077632,,,0.68334181,43710,SANORA
356.2801819,,147.3082581,40800.5,906.5655764,0.409253378,0.9830972,1.602961528,,,0.690457253,41502,SANORA
,228.0079803,158.2719269,28441,669.8965299,,0.984816219,1.255627243,,,0.721633005,28879.5,SANORA
,241.2635803,164.6936035,31187,708.3818111,,0.984391522,1.280416726,,,0.712845714,31681.5,SANORA
,229.6172485,160.0393982,29156,684.2396752,,0.983040561,1.277846536,,,0.721843975,29659,SANORA
,223.6133423,155.5819397,27287.5,665.8548985,,0.981123596,1.292961476,,,0.719038208,27812.5,SANORA
,233.5049744,150.5262299,27390,652.9259681,,0.988095238,1.238585487,,,0.74281995,27720,SANORA
,238.9626923,154.3736267,28742,664.5828217,,0.990011022,1.222844892,,,0.744187251,29032,SANORA
,243.3198547,156.4566803,29739,677.411248,,0.990194283,1.227915785,,,0.745170262,30033.5,SANORA
,251.3216553,162.1138458,31708,695.5533831,,0.990549976,1.214177613,,,0.749385517,32010.5,SANORA
285.4432983,169.6774139,,37245,938.5239452,0.582020652,0.951936716,1.881970764,1.682270443,0.804143852,0.718169723,39125.5,SANORA
287.4142456,172.9449921,,38595,848.3818107,0.594873447,0.97119994,1.484026951,1.661882441,0.798701622,0.748661546,39739.5,SANORA
290.7869263,174.6440582,,39239.5,831.3107433,0.590858966,0.975767146,1.401501146,1.665026164,0.799556286,0.734890907,40214,SANORA
291.4434814,175.3679504,,39074.5,875.7960244,0.585726477,0.966305611,1.562077746,1.661897061,0.79870561,0.732747628,40437,SANORA
286.0976257,169.3213806,,37225,984.3229355,0.579050336,0.938000025,2.071241021,1.689672177,0.806062237,0.701921445,39685.5,SANORA
288.5035706,169.1670837,,37843.5,957.5361373,0.578893975,0.946276755,1.928009576,1.705435621,0.810050259,0.723142628,39992,SANORA
291.7037964,170.9081726,,38798.5,919.9381598,0.580551687,0.958389941,1.735771162,1.706786703,0.810386041,0.72824108,40483,SANORA
289.8059692,170.1683655,,38366.5,924.9087224,0.581631137,0.947028695,1.774335345,1.703054316,0.809456149,0.693600289,40512.5,SANORA
244.459549,,95.1590271,18090.5,677.6295041,0.385431031,0.948537122,2.019873538,,,0.729632169,19072,SANORA
244.9983978,,96.56858063,18453.5,650.6589416,0.391437455,0.958747889,1.825652817,,,0.728121054,19247.5,SANORA
247.1731567,,96.32118225,18516.5,695.9726498,0.385892564,0.951540379,2.081687732,,,0.709444444,19459.5,SANORA
245.0535431,,95.97936249,18306.5,651.4873686,0.388144527,0.961627357,1.845001891,,,0.729691486,19037,SANORA
211.6043396,,77.47061157,12896,539.646749,0.3667043,0.961383629,1.797025508,,,0.712722449,13414,SANORA
212.2364655,,76.78870392,12721,519.1614673,0.359576551,0.97508815,1.686062952,,,0.720410012,13046,SANORA
209.9701233,,77.31920624,12778,523.1614677,0.369026875,0.974267089,1.704506851,,,0.714813157,13115.5,SANORA
207.6202545,,75.86466217,12255,515.1614677,0.361979517,0.971077655,1.723310619,,,0.701648918,12620,SANORA
,155.6943665,93.91366577,11370.5,477.4041085,,0.949757768,1.595081499,,,0.744922694,11972,SANORA
,148.5939331,91.47557831,10537.5,454.2325354,,0.942278458,1.558149142,,,0.702781112,11183,SANORA
,153.6189575,92.23641205,10910.5,480.0903997,,0.931764806,1.68109217,,,0.703903226,11709.5,SANORA
,145.0193481,88.96617126,9922.5,449.4041086,,0.935334873,1.619731788,,,0.693687081,10608.5,SANORA
318.9952087,192.6598358,,47266,885.8376545,0.591412704,0.985765978,1.321142183,1.655743178,0.797015841,0.754024089,47948.5,SANORA
315.7487183,186.4210968,,45851,932.9503521,0.585565846,0.98234601,1.51063099,1.693739194,0.807103724,0.754624753,46675,SANORA
311.5980835,191.8441315,,46079,862.6660807,0.604259669,0.987283732,1.28520538,1.624225256,0.787997726,0.754527591,46672.5,SANORA
317.2247009,192.5444794,,46984.5,870.4234414,0.594471084,0.988065697,1.283206892,1.647539841,0.794728108,0.758132443,47552,SANORA
272.750946,163.8059387,,34824,770.4406853,0.596013699,0.982563061,1.356406616,1.665085822,0.79957245,0.740542265,35442,SANORA
269.6505737,161.5793915,,33990,767.612259,0.595194057,0.981348886,1.3795034,1.668842612,0.800586142,0.741104134,34636,SANORA
270.0441589,163.5898132,,34304.5,756.1980453,0.598951472,0.984361325,1.326508823,1.650739454,0.795625253,0.740821924,34849.5,SANORA
272.1797791,164.9244995,,34834.5,759.3696182,0.598698246,0.985124645,1.317306969,1.650329574,0.795510674,0.753993506,35360.5,SANORA
400.4006653,,159.5881348,50399.5,1004.565577,0.400264216,0.985452697,1.593384149,,,0.767466118,51143.5,SANORA
400.9779053,,158.6764526,50299.5,1015.335129,0.398320723,0.983324373,1.630967446,,,0.745376545,51152.5,SANORA
403.6316528,,156.3437042,49558,1013.920915,0.387305315,0.984759066,1.650762246,,,0.743511267,50325,SANORA
419.4788513,,161.3701019,53394.5,1072.30569,0.386354969,0.983224535,1.713684358,,,0.74355243,54305.5,SANORA
275.1898804,,103.846283,22227.5,692.943213,0.373710946,0.973886564,1.719074934,,,0.696350251,22823.5,SANORA
284.743927,,109.4217911,24022,731.8132703,0.377233576,0.96933258,1.774114046,,,0.695987252,24782,SANORA
285.2553406,,107.3850479,23771.5,723.9137733,0.371962482,0.972368798,1.754313593,,,0.691072155,24447,SANORA
280.6601563,,105.4177628,22943.5,695.7716398,0.370858522,0.978797381,1.679051092,,,0.693995765,23440.5,SANORA
,143.8195496,91.6832428,10406.5,410.5756812,,0.977549199,1.289056318,,,0.724888548,10645.5,SANORA
,141.386673,93.4668808,10295.5,423.0609622,,0.968851456,1.383402635,,,0.712294175,10626.5,SANORA
,151.1131744,96.18940735,11356,430.6761868,,0.977322604,1.299769885,,,0.740045617,11619.5,SANORA
,149.3462372,95.16984558,11154,420.8183218,,0.981866197,1.263422992,,,0.743897559,11360,SANORA
,217.9569702,120.0879974,20500,584.3574259,,0.985956137,1.325541746,,,0.735426009,20792,SANORA
,213.332016,116.7221146,19486.5,566.8010775,,0.987283091,1.311951041,,,0.738740617,19737.5,SANORA
,213.1753845,117.0026398,19576,569.0437173,,0.986444948,1.316307771,,,0.736050534,19845,SANORA
,213.9227905,117.9674835,19858.5,575.2863575,,0.985557954,1.326208616,,,0.731274856,20149.5,SANORA
352.5381165,203.5570374,,56362,979.0924881,0.577410071,0.984033591,1.353477927,1.73188862,0.816458347,0.758165187,57276.5,SANORA
358.4743652,205.2660675,,57384,981.4356329,0.56857103,0.986148823,1.335743169,1.746388819,0.819827782,0.770430837,58190,SANORA
356.6013489,204.3018341,,57034.5,1008.506701,0.57106007,0.979233913,1.419090439,1.745463277,0.819615628,0.758548458,58244,SANORA
365.8928223,206.1112518,,58076.5,1066.364565,0.552335267,0.970408121,1.558120749,1.775220028,0.826245322,0.769581925,59847.5,SANORA
337.2738037,194.2142792,,51319,987.5777698,0.574411443,0.970636354,1.512357839,1.736606624,0.817565476,0.742849285,52871.5,SANORA
338.6863708,193.9001617,,51255,1423.768674,0.568919626,0.935822531,3.147261035,1.746704942,0.819900155,0.727041902,54770,SANORA
341.5960999,196.0218658,,52829,1531.082383,0.57644344,0.936775749,3.531139419,1.742642834,0.818966694,0.727101312,56394.5,SANORA
360.3818359,206.1063843,,58286,1159.259009,0.571410983,0.970559829,1.834792024,1.748523401,0.820315583,0.76460711,60054,SANORA
254.4638672,,88.18834686,17338,665.2447278,0.340923447,0.944232654,2.031206231,,,0.742749432,18362,SANORA
254.646286,,88.25712585,17369,681.5878737,0.341043865,0.950112138,2.128428331,,,0.708649531,18281,SANORA
233.2914734,,83.95030975,13334.5,1272.281306,0.311952968,0.745006565,9.660057066,,,0.562922155,17898.5,SANORA
257.7904663,,87.89250183,17263,666.6173111,0.330744541,0.933488347,2.048457889,,,0.713583003,18493,SANORA
258.1680908,,87.15175629,17449,773.1858524,0.333330869,0.909275664,2.726386301,,,0.71301896,19190,SANORA
345.7255554,,119.5448151,30342.5,954.5411906,0.323220214,0.919832055,2.389616032,,,0.733903348,32987,SANORA
342.1937561,,118.3105698,30607.5,940.3990561,0.332808044,0.919710332,2.299252391,,,0.72296627,33279.5,SANORA
345.2868958,,118.2028503,31816,1035.695519,0.339778194,0.932418967,2.682926358,,,0.73254743,34122,SANORA
349.1955566,,125.8872681,32961.5,1054.482316,0.344175275,0.890682844,2.684489879,,,0.700087082,37007,SANORA
,245.9757538,150.6349487,28112.5,840.0802932,,0.918949399,1.997709163,,,0.664032974,30592,SANORA
,238.0481415,128.0528564,24232.5,944.22243,,0.922317164,2.927794161,,,0.683298556,26273.5,SANORA
,234.0576172,140.0430603,25300.5,931.9381598,,0.886912169,2.73171396,,,0.615808689,28526.5,SANORA
,238.0308685,132.4728699,24573,905.7543943,,0.916133843,2.656763247,,,0.693623507,26822.5,SANORA
,241.2349243,135.3726501,25602,852.4406852,,0.924093124,2.258627344,,,0.679675056,27705,SANORA
288.1925049,168.8749542,,38047.5,790.8254625,0.583271667,0.987951651,1.308052871,1.706543793,0.81032574,0.771003891,38511.5,SANORA
290.1748047,168.0185852,,38234,795.6955189,0.578149897,0.986658409,1.31775364,1.727039924,0.815309496,0.763107998,38751,SANORA
291.2897339,168.8652344,,38437,805.2102396,0.576778741,0.988008791,1.342329796,1.724983446,0.814818813,0.771672355,38903.5,SANORA
288.8493958,168.7505188,,38110.5,795.1097325,0.581583181,0.989985973,1.320078106,1.711694861,0.811598017,0.772280538,38496,SANORA
295.1130066,172.2219849,,39810.5,824.2813069,0.582010808,0.986653944,1.358136452,1.713561755,0.812055808,0.75729993,40349,SANORA
301.776001,175.3278503,,41508.5,831.4528779,0.580333659,0.986618019,1.325343273,1.721209724,0.813913033,0.758561769,42071.5,SANORA
307.2760315,178.4372711,,42986,843.4945091,0.579668609,0.987968145,1.317126905,1.722039513,0.814112799,0.762649918,43509.5,SANORA
307.5130005,177.7588959,,42821.5,834.4234413,0.576560696,0.987740179,1.293901606,1.729944366,0.815999029,0.763905737,43353,SANORA
270.3175049,,91.95636749,19604.5,656.6589416,0.341599754,0.975639494,1.750306438,,,0.734939082,20094,SANORA
267.2409973,,93.17396545,19627.5,648.5168058,0.349920138,0.982381941,1.705169751,,,0.746179288,19979.5,SANORA
271.6735229,,92.87193298,19845.5,669.8305142,0.342355678,0.976216243,1.799110949,,,0.741278201,20329,SANORA
275.3985596,,91.87240601,20129,699.5289987,0.337916182,0.977610491,1.934547428,,,0.751530765,20590,SANORA
354.0418091,,127.5361328,35309.5,856.0559103,0.358667961,0.985184358,1.65159222,,,0.766265191,35840.5,SANORA
360.723938,,129.6933746,36653.5,883.1686076,0.35865397,0.984819377,1.693409266,,,0.760319864,37218.5,SANORA
363.3817444,,130.9581451,37110,886.9848424,0.357828446,0.984389299,1.687064078,,,0.776619789,37698.5,SANORA
367.8711243,,131.9440155,37957.5,889.3696184,0.357121766,0.985755467,1.658277142,,,0.773427471,38506,SANORA
,189.012619,104.6766357,15158,503.9898958,,0.982053774,1.333496538,,,0.767882472,15435,SANORA
,196.323822,107.0080719,15970.5,518.0315257,,0.98304198,1.33716193,,,0.762242268,16246,SANORA
,195.6920013,107.4493179,16164,526.9604572,,0.978776227,1.367090762,,,0.756599888,16514.5,SANORA
,194.58284,106.7304382,15985,521.7888849,,0.979743189,1.355398942,,,0.759021842,16315.5,SANORA
,188.9509888,100.4151459,14824,509.4457383,,0.977804162,1.393222876,,,0.728380503,15160.5,SANORA
,196.9903107,105.4123459,16253,534.9015816,,0.976185471,1.400891063,,,0.718396393,16649.5,SANORA
,196.6267853,105.5269394,16142.5,533.3452328,,0.976616855,1.402284637,,,0.72713964,16529,SANORA
,195.9586945,101.9016418,15561.5,521.2030978,,0.977051548,1.389161235,,,0.721040682,15927,SANORA
285.5171204,169.832901,,37740.5,1024.02142,0.589458804,0.924502419,2.211060208,1.681164949,0.803854757,0.726113976,40822.5,SANORA
286.7233887,170.6163025,,37692.5,942.5655755,0.583766032,0.938172812,1.875678244,1.68051578,0.803684679,0.714603951,40176.5,SANORA
293.032074,171.8475189,,38736.5,1055.820408,0.57438115,0.917883039,2.290075829,1.705186527,0.809988249,0.688795832,42202,SANORA
285.7876892,171.1617737,,37902,925.494507,0.590860846,0.943669161,1.79835613,1.669693431,0.800814591,0.722672412,40164.5,SANORA
307.8395996,187.6828461,,44711,981.4356335,0.600724758,0.957275754,1.714349625,1.640211698,0.792649652,0.73926918,46706.5,SANORA
308.6457825,184.1304169,,43645.5,973.7371494,0.583349591,0.964168554,1.728757755,1.676234637,0.802557188,0.7453125,45267.5,SANORA
310.3702087,184.794693,,44099.5,1056.02142,0.582886138,0.949601637,2.012342619,1.679540704,0.803428778,0.732379513,46440,SANORA
309.8539124,187.7614288,,44773.5,1030.991983,0.593768557,0.954038419,1.889207527,1.650253272,0.795489333,0.727232121,46930.5,SANORA
284.8996887,,113.5774307,25115.5,778.9432122,0.393974395,0.959650765,1.922471462,,,0.735381958,26171.5,SANORA
282.3217773,,118.124855,25666,787.7300088,0.409995934,0.946857765,1.923918748,,,0.749372263,27106.5,SANORA
284.5236511,,114.7072067,25473.5,823.9137745,0.40064709,0.94697026,2.120630694,,,0.681565217,26900,SANORA
285.5826416,,114.834877,25504.5,869.5706292,0.398165218,0.933461433,2.359299345,,,0.739861337,27322.5,SANORA
325.219696,,132.2823792,32550,880.4406859,0.391838795,0.959695728,1.895131498,,,0.726238286,33917,SANORA
333.2324524,,135.7176056,34656.5,931.1686071,0.397374725,0.955329823,1.990957948,,,0.744100913,36277,SANORA
330.9511719,,135.1941833,33912,930.2396755,0.394217297,0.951862352,2.030609668,,,0.716652578,35627,SANORA
328.1774597,,132.0650635,32669.5,890.1980461,0.38622031,0.950731175,1.930282715,,,0.755713625,34362.5,SANORA
,203.4148407,127.8763123,18989,1084.406196,,0.83541575,4.928015015,,,0.680536143,22730,SANORA
,212.3174438,125.6985703,18972.5,908.9675975,,0.852773283,3.465471873,,,0.694810664,22248,SANORA
,208.2854767,128.2283325,19273,939.0092275,,0.847984864,3.640663457,,,0.69294934,22728,SANORA
,213.1608124,132.9906464,22347.5,731.7127634,,0.958585339,1.906524766,,,0.758056309,23313,SANORA
,221.8145294,138.3122864,23088,887.0092263,,0.870342098,2.711815237,,,0.653421634,26527.5,SANORA
,229.3615417,150.3024292,25417.5,1110.933106,,0.810313222,3.863964449,,,0.572466216,31367.5,SANORA
,231.0018921,141.2014008,25065.5,938.3645651,,0.883973127,2.795483689,,,0.671007897,28355.5,SANORA
,232.8356934,140.8263092,25206,980.8914777,,0.882099738,3.037582811,,,0.606817854,28575,SANORA
280.4150085,161.1221313,,34431,767.8132688,0.557515885,0.983447823,1.362547733,1.740387905,0.818445231,0.776872744,35010.5,SANORA
268.3923645,157.1796875,,32712.5,901.0508586,0.578207261,0.964657486,1.975035972,1.707551203,0.810575627,0.744260915,33911,SANORA
277.0506897,159.1417389,,33867.5,823.7960234,0.561791012,0.975053262,1.594580243,1.740905256,0.818565079,0.762163561,34734,SANORA
271.1378784,161.9911957,,34068,837.0681015,0.590033093,0.977238501,1.636684925,1.673781574,0.801906522,0.754534783,34861.5,SANORA
311.3871765,185.3749542,,44611,849.3523738,0.585801703,0.985562637,1.286838327,1.679769405,0.803488846,0.766354016,45264.5,SANORA
314.6095276,187.6165619,,45232,851.2102385,0.581851514,0.98772765,1.274729458,1.676875029,0.802726494,0.772008875,45794,SANORA
316.6990356,187.7930756,,45637,856.0386657,0.57934028,0.987386413,1.277790959,1.686425523,0.805224439,0.769854926,46220,SANORA
312.5243835,187.6276398,,44997.5,850.4823165,0.586584644,0.988554104,1.279181961,1.66566282,0.79972867,0.772091627,45518.5,SANORA
362.8617249,,154.6483002,42838.5,989.8548996,0.414249557,0.967598762,1.820115528,,,0.772965122,44273,SANORA
369.7876282,,157.6052551,44318,959.6122584,0.412653485,0.976748286,1.653489941,,,0.786295974,45373,SANORA
371.4763794,,157.9585419,44837.5,983.7960252,0.41370341,0.975003805,1.717745713,,,0.773460411,45987,SANORA
384.7217102,,156.0392151,45899,966.8670918,0.394838918,0.980025409,1.620766569,,,0.771489562,46834.5,SANORA
326.6733093,,130.4791565,32838,821.7543937,0.391795563,0.981366645,1.63643028,,,0.722889975,33461.5,SANORA
331.993927,,134.1904449,34020.5,862.825462,0.392998173,0.966546395,1.741387205,,,0.704358178,35198,SANORA
324.6820374,,132.6152802,32657.5,919.6538904,0.394435985,0.966041029,2.060895757,,,0.691383508,33805.5,SANORA
325.1022949,,127.9176483,31792.5,817.3696187,0.382996432,0.976968226,1.67225475,,,0.72880132,32542,SANORA
,243.5945587,149.8253479,28893.5,684.6833266,,0.982571584,1.291128557,,,0.728566746,29406,SANORA
,241.0143127,149.7295227,28431,680.2396762,,0.984879189,1.295155516,,,0.722662803,28867.5,SANORA
,240.5477448,153.8151398,28828.5,674.2569206,,0.986517238,1.254928307,,,0.755523233,29222.5,SANORA
,239.3934784,147.5690155,27835,670.2396749,,0.984751999,1.28427839,,,0.714891103,28266,SANORA
,204.0863647,117.1815948,18735,549.043718,,0.987585989,1.280413641,,,0.732293621,18970.5,SANORA
,203.1177063,117.9523087,18751,556.3574255,,0.982344929,1.313631275,,,0.723529866,19088,SANORA
,210.6274719,122.2911835,20199,586.0142791,,0.980438792,1.352934164,,,0.733975291,20602,SANORA
,216.357254,121.9649658,20736,581.8721441,,0.984568634,1.299332451,,,0.736363636,21061,SANORA
278.6644287,164.6367798,,35490.5,984.2224301,0.581914484,0.944172497,2.172023574,1.692601307,0.806813224,0.724000408,37589,SANORA
278.3226624,161.7084351,,34598,846.3818101,0.568674786,0.965305582,1.647675879,1.721138803,0.813895944,0.750629176,35841.5,SANORA
276.8783569,163.0175629,,34710,841.2102376,0.576483278,0.963671447,1.622350254,1.698457222,0.808300899,0.755797496,36018.5,SANORA
282.518158,161.5443878,,35370.5,896.0802948,0.564233134,0.945621516,1.806520071,1.748857771,0.820391806,0.710807661,37404.5,SANORA
285.8501282,169.6869659,,36772,1056.607207,0.572994677,0.918438963,2.4160172,1.684573276,0.804743903,0.716803119,40037.5,SANORA
287.1232605,168.6963348,,36843,1081.920915,0.569021073,0.935327046,2.528285899,1.70201244,0.80919529,0.705048224,39390.5,SANORA
287.5881348,168.181488,,36508.5,1034.080294,0.562033471,0.928296274,2.330798181,1.709986861,0.811177648,0.7,39328.5,SANORA
286.0947266,165.7093048,,36339.5,1027.737148,0.565287472,0.914350774,2.312998217,1.726485588,0.815177431,0.689031096,39743.5,SANORA
235.7436676,,106.8031311,19745.5,688.7422018,0.452374569,0.954165459,1.911768888,,,0.692824561,20694,SANORA
240.8268585,,108.8095169,20157,735.7543942,0.442513142,0.939326157,2.137125219,,,0.669890329,21459,SANORA
238.3993835,,108.5055466,20190.5,669.9137744,0.452321193,0.956238604,1.768808747,,,0.69948034,21114.5,SANORA
249.269455,,104.360199,18301.5,1070.281306,0.375023668,0.802345463,4.980802596,,,0.612746083,22810,SANORA
243.1838074,,109.5010986,18006,1051.494509,0.387666307,0.78534511,4.886376293,,,0.539085656,22927.5,SANORA
247.8531189,,105.5076828,18017,1080.1808,0.373425371,0.797441742,5.153479642,,,0.593445323,22593.5,SANORA
239.5466309,,104.7028885,17409.5,944.3401812,0.386292506,0.800013786,4.076249662,,,0.590873608,21761.5,SANORA
279.8778687,174.7542267,,37657.5,809.6538895,0.612102971,0.970266545,1.385279682,1.601551356,0.781109082,0.737558023,38811.5,SANORA
281.1697998,178.2113647,,38530.5,836.9675978,0.620550915,0.969271986,1.446780949,1.577732151,0.773479641,0.741184957,39752,SANORA
287.5229797,185.1413422,,40921.5,852.6244508,0.630255352,0.974611492,1.413689906,1.552991765,0.765094158,0.746511119,41987.5,SANORA
294.5871582,182.7792511,,41698.5,821.7960246,0.611790782,0.985453987,1.288836347,1.611710062,0.784238892,0.758457929,42314,SANORA
269.9222717,174.1381073,,36515.5,820.1391699,0.638131127,0.970653517,1.465844807,1.55004712,0.764062966,0.73501409,37619.5,SANORA
273.7344971,175.4993744,,37048,821.068102,0.629529117,0.97394779,1.448050569,1.559746284,0.767432365,0.725620385,38039,SANORA
276.8171692,179.8841705,,38158,881.8965297,0.634029808,0.96398752,1.62195873,1.538863416,0.760079368,0.71216872,39583.5,SANORA
276.5646973,188.5542755,,40158.5,904.2813038,0.66848877,0.968468143,1.620390756,1.466764392,0.731564017,0.735247808,41466,SANORA
273.3864136,,117.3900681,25387,700.5584362,0.432481611,0.97934227,1.538393681,,,0.733198556,25922.5,SANORA
277.3245544,,121.848526,26066,694.4163014,0.431526888,0.981825715,1.472161852,,,0.76269897,26548.5,SANORA
276.1028748,,120.422142,25603,693.5878739,0.427621092,0.980225502,1.495210242,,,0.772920755,26119.5,SANORA
274.5159302,,117.8739929,20944.5,606.9188275,0.353871032,0.982111038,1.399527251,,,0.802225372,21326,SANORA
299.9725952,,125.4578629,25650.5,697.2030975,0.362946651,0.977739237,1.508040193,,,0.768071026,26234.5,SANORA
301.9683228,,126.5193939,26174.5,703.8893898,0.365481787,0.978010686,1.506331574,,,0.768752937,26763,SANORA
305.0065918,,127.0739594,27342.5,732.5168064,0.374222494,0.979649236,1.561662212,,,0.775805811,27910.5,SANORA
300.5030518,,126.7943649,26351.5,708.374671,0.37155036,0.97663257,1.515342634,,,0.767951856,26982,SANORA
,186.8613434,122.0168686,17953.5,551.771639,,0.975521626,1.349459198,,,0.675070502,18404,SANORA
,194.8833618,125.5135956,19307.5,558.9432127,,0.982745018,1.287654845,,,0.706303044,19646.5,SANORA
,197.0410156,125.5530396,19355,557.6711347,,0.984811866,1.278654737,,,0.704586822,19653.5,SANORA
,193.1503143,124.460022,18823.5,548.2569208,,0.986194792,1.27074381,,,0.700643937,19087,SANORA
,204.3783875,121.2017365,19521.5,566.7422023,,0.984343485,1.309326801,,,0.69431996,19832,SANORA
,204.0566711,120.6678314,19396.5,561.57063,,0.983645215,1.293824997,,,0.698419271,19719,SANORA
,207.1946716,124.0237045,20184,570.2985508,,0.985956085,1.282293481,,,0.6973466,20471.5,SANORA
,208.7086334,123.7112503,20286.5,574.5411904,,0.985044551,1.294867559,,,0.694457757,20594.5,SANORA
267.2776489,166.781723,,33863.5,773.8548986,0.603554756,0.976681472,1.407269791,1.602559586,0.781422936,0.770675922,34672,SANORA
268.2737427,167.2706909,,33906.5,816.6833258,0.599841825,0.972577985,1.565361151,1.603829943,0.781817367,0.77007722,34862.5,SANORA
267.6103516,163.6537933,,33531,762.1564149,0.596143492,0.975376336,1.378579604,1.635222417,0.791215368,0.75861991,34377.5,SANORA
267.618042,165.4891205,,33771.5,809.5117543,0.600384804,0.973143919,1.544137975,1.61713375,0.785880779,0.755176655,34703.5,SANORA
308.9998169,190.9154968,,44956.5,908.7665862,0.599495831,0.973200273,1.461848424,1.61851616,0.786296088,0.767332901,46194.5,SANORA
310.0800171,194.0197144,,45674.5,923.2518681,0.60483423,0.974015311,1.485103509,1.598188195,0.780056937,0.789219498,46893,SANORA
314.6968079,198.0970917,,47107.5,927.5950128,0.605641324,0.974856433,1.453506202,1.588598829,0.777012193,0.77107852,48322.5,SANORA
315.6044922,202.7168732,,48753,936.3229352,0.623196652,0.977268627,1.431001583,1.556873324,0.766442424,0.768635303,49887,SANORA
288.023407,,122.0995865,26999,813.9554055,0.414383287,0.937953795,1.952736664,,,0.716648086,28785,SANORA
290.7776184,,123.8714294,27662.5,812.8843364,0.416561948,0.940821359,1.900886644,,,0.718861256,29402.5,SANORA
291.652771,,127.775238,28662.5,881.5117546,0.429034259,0.92202403,2.157407995,,,0.692230595,31086.5,SANORA
291.0400085,,127.4118576,28660.5,859.8549011,0.430812695,0.931851804,2.052847629,,,0.710332606,30756.5,SANORA
280.6466675,,113.1784439,24379.5,705.1442226,0.394107894,0.97876227,1.623010186,,,0.766458124,24908.5,SANORA
283.4710999,,111.3193741,24340.5,696.658941,0.385675487,0.97995048,1.586722833,,,0.753156136,24838.5,SANORA
287.7328186,,113.7472153,25009.5,724.8010774,0.384623954,0.975238355,1.671563145,,,0.77116031,25644.5,SANORA
285.8381958,,114.1791153,25036.5,707.4873686,0.390160421,0.981304016,1.590940364,,,0.769312316,25513.5,SANORA
,196.6435547,132.4364624,20226,702.4406866,,0.940066464,1.941330378,,,0.682434712,21515.5,SANORA
,204.0291443,138.9355164,21976.5,689.369619,,0.947875782,1.720821757,,,0.669974392,23185,SANORA
,207.6020508,137.084549,21960.5,635.7127639,,0.958952861,1.464433903,,,0.682787675,22900.5,SANORA
,209.3972015,134.6334839,22132,607.8132682,,0.969150264,1.328341762,,,0.730067623,22836.5,SANORA
,176.38414,123.6087799,17148,529.2447273,,0.976120677,1.299839532,,,0.717729784,17567.5,SANORA
,176.8648529,123.458168,17092,529.7300091,,0.974375053,1.306490946,,,0.715385903,17541.5,SANORA
,175.6025085,125.6622543,17364,525.7300082,,0.975560425,1.266677023,,,0.718559901,17799,SANORA
,175.810379,126.5314941,17505,524.2152895,,0.979108986,1.249244333,,,0.716390424,17878.5,SANORA
292.6097107,173.8907776,,39063,792.5828217,0.580895808,0.989274815,1.279716746,1.682721273,0.804261555,0.758799534,39486.5,SANORA
288.0609131,175.0231171,,39243,821.7543942,0.602148561,0.986723995,1.369342242,1.645844948,0.794250341,0.762296037,39771,SANORA
290.8678894,174.6237793,,39229.5,815.1686091,0.590379586,0.987539176,1.347945266,1.665683165,0.799734175,0.75937863,39724.5,SANORA
292.6312256,176.2993927,,39682,796.5828214,0.59001403,0.988417565,1.272501949,1.659853849,0.798147053,0.755545401,40147,SANORA
275.1237793,169.0512848,,35726.5,753.0264721,0.600958294,0.989461877,1.263048861,1.627457488,0.788951578,0.774356807,36107,SANORA
273.2861938,167.7828217,,35329,746.4406871,0.602290592,0.990259695,1.255016395,1.628809142,0.789348437,0.77598401,35676.5,SANORA
